resource_name,resource_type,location,owner,environment,cost_center,created_date,last_modified_date,tags,subscription_id,resource_group_name,resource_id,sku,status,provisioning_state,managed_by,monthly_cost,compliance_status,backup_enabled,monitoring_enabled,security_group,public_ip_enabled,encryption_status,identity_type,migration_wave,migration_status,on_premises_server,dependencies
ramirez-jones-vnet-580,Microsoft.Network/virtualNetworks,eastus,Marge,PROD,CC002,2024-01-26,2024-10-24,"Environment=PROD,Owner=Marge,CostCenter=CC002",c3d4e5f6-g7h8-9012-cdef-123456789012,rg-PROD-marge,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-PROD-marge/providers/Microsoft.Network/virtualNetworks/ramirez-jones-vnet-580,Standard,STOPPED,Failed,,62.67,UNKNOWN,no,True,nsg-PROD-6,disabled,,SystemAssigned,Wave 1,InProgress,,
"zavala,herreraandcrosby-vnet-453",Microsoft.Network/virtualNetworks,Shelbyville,Lisa,STAGING,CC002,2025-05-05,2025-05-30,"env=staging,owner=lisa,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,rg-STAGING-lisa,"/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/rg-STAGING-lisa/providers/Microsoft.Network/virtualNetworks/zavala,herreraandcrosby-vnet-453",Premium,Updating,Succeeded,,33.7,N/A,disabled,0,nsg-STAGING-5,true,Disabled,system-assigned,wave1,NotStarted,,
rodriguezgroup-sql-510,Microsoft.Sql/servers,westus,Marge,Dev,CC002,2025-01-09,2025-06-10,"owner=Marge,env=Dev,cost_center=CC002,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-Dev-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-Dev-resources/providers/Microsoft.Sql/servers/rodriguezgroup-sql-510,Standard,running,InProgress,,236.94,,true,1,,false,enabled,system-assigned,wave1,Failed,SPNF-FORMER-428,
springfield-vm-much-PROD,Microsoft.Compute/virtualMachines,eastus,Homer,PROD,nuclear-ops,2024-01-07,2024-02-10,"env=prod,owner=homer,department=nuclear",a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-PROD-HOMER,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-PROD-HOMER/providers/Microsoft.Compute/virtualMachines/springfield-vm-much-PROD,Standard_D8s_v3,running,succeeded,,1643.29,UNKNOWN,yes,no,nsg-PROD-3,false,,SystemAssigned,wave1,not started,,"res-section-745,res-least-982"
sql-Dev-ability-617,Microsoft.Sql/servers,westus,Homer,Dev,,2024-04-01,2025-03-01,"owner=Homer,env=Dev,cost_center=,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,Homer-Dev-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Homer-Dev-rg/providers/Microsoft.Sql/servers/sql-Dev-ability-617,GeneralPurpose,STOPPED,InProgress,,1742.07,N/A,no,True,nsg-Dev-8,0,enabled,None,wave1,NotStarted,SPNF-AVAILABLE-076,
vm-dev-red-294,Microsoft.Compute/virtualMachines,East US,Marge,dev,nuclear-ops,2024-07-21,2024-11-18,"owner=Marge,env=dev,cost_center=nuclear-ops,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-dev-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-dev-resources/providers/Microsoft.Compute/virtualMachines/vm-dev-red-294,Standard_D2s_v3,Updating,Failed,Azure-Backup,372.41,UNKNOWN,enabled,True,nsg-dev-8,false,enabled,SystemAssigned,wave1,IN PROGRESS,,
springfield-nsg-general-PROD,Microsoft.Network/networkSecurityGroups,uksouth,Apu,PROD,,2024-05-15,2025-03-05,"owner=Apu,env=PROD,cost_center=,backup=required",c3d4e5f6-g7h8-9012-cdef-123456789012,resourcegroup-PROD-dark,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/resourcegroup-PROD-dark/providers/Microsoft.Network/networkSecurityGroups/springfield-nsg-general-PROD,Standard,Failed,Succeeded,,16.74,UNKNOWN,yes,yes,nsg-PROD-10,True,enabled,SystemAssigned,wave1,IN PROGRESS,,
gilbertllc-sql-573,Microsoft.Sql/servers,uk-south,Lisa,production,CC002,2024-08-22,2024-08-22,"Environment=production,Owner=Lisa,CostCenter=CC002",c3d4e5f6-g7h8-9012-cdef-123456789012,springfield-production-resources,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/springfield-production-resources/providers/Microsoft.Sql/servers/gilbertllc-sql-573,Basic,STOPPED,succeeded,,3149.23,Compliant,no,yes,,False,enabled,system-assigned,Wave 2,InProgress,SPNF-FLY-159,
springfield-ci-law-development,Microsoft.ContainerInstance/containerGroups,westus,Ned,development,NUCLEAR_OPS,2023-12-06,2025-01-06,"owner=Ned,env=development,cost_center=NUCLEAR_OPS,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-DEVELOPMENT-NED,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-DEVELOPMENT-NED/providers/Microsoft.ContainerInstance/containerGroups/springfield-ci-law-development,Standard,Stopped,Failed,,296.84,Compliant,1,no,nsg-development-4,0,,None,WAVE 2,completed,SPNF-MATERIAL-547,
springfield-app-style-PROD,Microsoft.Web/sites,east-us,Lisa,PROD,NUCLEAR_OPS,2024-10-16,2025-02-23,,c3d4e5f6-g7h8-9012-cdef-123456789012,Lisa-PROD-rg,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/Lisa-PROD-rg/providers/Microsoft.Web/sites/springfield-app-style-PROD,Standard,Stopped,Failed,,528.88,Compliant,0,no,nsg-PROD-2,enabled,Enabled,None,Wave 1,completed,,
chambersandsons-sql-837,Microsoft.Sql/servers,uk-south,Homer,Test,CC001,2023-11-25,2024-03-18,"owner=Homer,env=Test,cost_center=CC001,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-Test-homer,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-Test-homer/providers/Microsoft.Sql/servers/chambersandsons-sql-837,GeneralPurpose,running,InProgress,,547.98,Compliant,no,False,,false,enabled,UserAssigned,Wave 2,NotStarted,,"res-ago-852,res-any-143,res-election-778"
kvproductionpopular3,Microsoft.KeyVault/vaults,westus,Homer,production,NUCLEAR_OPS,2023-11-22,2025-06-01,"Environment=production,Owner=Homer,CostCenter=NUCLEAR_OPS",c3d4e5f6-g7h8-9012-cdef-123456789012,springfield-production-resources,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/springfield-production-resources/providers/Microsoft.KeyVault/vaults/kvproductionpopular3,Basic,Updating,Succeeded,,72.09,Non-Compliant,yes,false,,1,,system-assigned,Wave 1,NotStarted,SPNF-SAME-512,
ci-production-if-148,Microsoft.ContainerInstance/containerGroups,uk-south,Homer,production,CC002,2025-05-17,2025-06-22,"Environment=production,Owner=Homer,CostCenter=CC002",c3d4e5f6-g7h8-9012-cdef-123456789012,Homer-production-rg,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/Homer-production-rg/providers/Microsoft.ContainerInstance/containerGroups/ci-production-if-148,Standard,STOPPED,Succeeded,,656.77,compliant,false,enabled,nsg-production-9,enabled,Enabled,system-assigned,Wave 4,NotStarted,SPNF-TRADITIONAL-383,
nsg-prod-speech-751,Microsoft.Network/networkSecurityGroups,uk-south,Marge,prod,CC002,2024-07-30,2025-01-26,"Environment=prod,Owner=Marge,CostCenter=CC002",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-prod-safe,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-prod-safe/providers/Microsoft.Network/networkSecurityGroups/nsg-prod-speech-751,Basic,Failed,Failed,,24.91,N/A,0,0,nsg-prod-3,false,Not Configured,SystemAssigned,Wave 3,InProgress,,
springfield-nsg-enjoy-Dev,Microsoft.Network/networkSecurityGroups,uksouth,Marge,Dev,,2024-08-09,2025-03-14,"owner=Marge,env=Dev,cost_center=,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-Dev-region,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-Dev-region/providers/Microsoft.Network/networkSecurityGroups/springfield-nsg-enjoy-Dev,Premium,Running,InProgress,,5.46,,no,1,nsg-Dev-8,1,enabled,UserAssigned,Wave 4,IN PROGRESS,SPNF-PHYSICAL-947,"res-free-821,res-someone-85"
springfield-sa-position-Test,Microsoft.Storage/storageAccounts,uk-south,Lisa,Test,CC001,2025-05-20,2025-05-27,"owner=Lisa,env=Test,cost_center=CC001,backup=required",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-Test-like,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-Test-like/providers/Microsoft.Storage/storageAccounts/springfield-sa-position-Test,Premium_LRS,Failed,succeeded,,126.49,UNKNOWN,True,0,nsg-Test-1,no,,system-assigned,Wave 3,IN PROGRESS,SPNF-SIX-971,
walton-larsen-sql-801,Microsoft.Sql/servers,uksouth,Homer,dev,CC002,2025-02-07,2025-05-19,Environment:dev;Owner:Homer;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-DEV-HOMER,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-DEV-HOMER/providers/Microsoft.Sql/servers/walton-larsen-sql-801,Premium,Failed,succeeded,,3805.45,Compliant,disabled,True,nsg-dev-6,no,Not Configured,SystemAssigned,wave1,InProgress,SPNF-MEMORY-408,
jones-mitchell-app-531,Microsoft.Web/sites,East US,Homer,prod,CC001,2024-03-10,2024-11-13,Environment:prod;Owner:Homer;Project:Migration,b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-prod-expert,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-prod-expert/providers/Microsoft.Web/sites/jones-mitchell-app-531,Basic,Updating,Failed,,597.96,compliant,0,False,,false,Not Configured,UserAssigned,WAVE 2,Failed,SPNF-WALK-830,
springfield-nsg-certainly-uat,Microsoft.Network/networkSecurityGroups,westus,Homer,uat,,2024-12-23,2025-02-02,"Environment=uat,Owner=Homer,CostCenter=",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-UAT-HOMER,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-UAT-HOMER/providers/Microsoft.Network/networkSecurityGroups/springfield-nsg-certainly-uat,Premium,running,Failed,,2.43,Non-Compliant,True,False,nsg-uat-1,no,,None,Wave 4,completed,SPNF-ATTACK-133,
"owens,brownandwall-sa-491",Microsoft.Storage/storageAccounts,east-us,Marge,Dev,NUCLEAR_OPS,2025-05-26,2025-06-23,"Environment=Dev,Owner=Marge,CostCenter=NUCLEAR_OPS",a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-DEV-MARGE,"/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-DEV-MARGE/providers/Microsoft.Storage/storageAccounts/owens,brownandwall-sa-491",Premium_LRS,STOPPED,Succeeded,,98.25,N/A,enabled,no,,enabled,,UserAssigned,Wave 2,Failed,SPNF-YOUNG-890,
springfield-vnet-tough-test,Microsoft.Network/virtualNetworks,East US,Homer,test,CC003,2024-04-21,2025-03-12,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-test-some,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-test-some/providers/Microsoft.Network/virtualNetworks/springfield-vnet-tough-test,Standard,STOPPED,InProgress,,10.63,compliant,disabled,enabled,,True,,UserAssigned,Wave 2,IN PROGRESS,SPNF-NOTHING-924,
springfield-vm-office-dev,Microsoft.Compute/virtualMachines,Springfield,Homer,dev,NUCLEAR_OPS,2023-07-16,2024-05-13,"owner=Homer,env=dev,cost_center=NUCLEAR_OPS,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-dev-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-dev-resources/providers/Microsoft.Compute/virtualMachines/springfield-vm-office-dev,Standard_D2s_v3,Updating,InProgress,,668.76,compliant,0,False,nsg-dev-7,yes,Not Configured,SystemAssigned,WAVE 2,NotStarted,,
springfield-cosmos-respond-test,Microsoft.DocumentDB/databaseAccounts,east-us,Marge,test,CC002,2023-10-01,2025-01-26,Environment:test;Owner:Marge;Project:Migration,b2c3d4e5-f6g7-8901-bcde-f12345678901,springfield-test-resources,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/springfield-test-resources/providers/Microsoft.DocumentDB/databaseAccounts/springfield-cosmos-respond-test,Basic,Running,InProgress,,279.65,Compliant,yes,0,nsg-test-2,true,enabled,system-assigned,wave1,Failed,,res-none-834
"elliott,johnsonandday-cosmos-511",Microsoft.DocumentDB/databaseAccounts,UK South,Marge,uat,CC003,2025-04-27,2025-06-10,"env=uat,owner=marge,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-uat-marge,"/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-uat-marge/providers/Microsoft.DocumentDB/databaseAccounts/elliott,johnsonandday-cosmos-511",Standard,Updating,succeeded,,968.35,Non-Compliant,disabled,no,,yes,Not Configured,system-assigned,Wave 3,not started,,
murphy-gibson-vnet-47,Microsoft.Network/virtualNetworks,uksouth,Marge,uat,NUCLEAR_OPS,2025-02-04,2025-04-18,Environment:uat;Owner:Marge;Project:Migration,c3d4e5f6-g7h8-9012-cdef-123456789012,RG-UAT-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-UAT-MARGE/providers/Microsoft.Network/virtualNetworks/murphy-gibson-vnet-47,Premium,running,InProgress,,14.3,NonCompliant,0,enabled,nsg-uat-10,disabled,Enabled,UserAssigned,Wave 1,Failed,SPNF-FALL-348,
sql-staging-soldier-412,Microsoft.Sql/servers,uksouth,Lisa,staging,CC002,2024-08-15,2024-09-04,,c3d4e5f6-g7h8-9012-cdef-123456789012,resourcegroup-staging-so,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/resourcegroup-staging-so/providers/Microsoft.Sql/servers/sql-staging-soldier-412,GeneralPurpose,running,succeeded,,382.99,NonCompliant,True,no,nsg-staging-6,True,Not Configured,None,wave1,Complete,SPNF-HARD-522,
vnet-STAGING-door-378,Microsoft.Network/virtualNetworks,east-us,Bart,STAGING,NUCLEAR_OPS,2023-07-09,2024-11-02,"env=staging,owner=bart,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-STAGING-bart,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-STAGING-bart/providers/Microsoft.Network/virtualNetworks/vnet-STAGING-door-378,Basic,Updating,InProgress,,48.52,,disabled,disabled,nsg-STAGING-1,disabled,Not Configured,UserAssigned,wave1,IN PROGRESS,SPNF-CLAIM-794,res-edge-842
elliottandsons-vm-20,Microsoft.Compute/virtualMachines,uk-south,Apu,production,nuclear-ops,2024-12-18,2025-02-05,Environment:production;Owner:Apu;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,Apu-production-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Apu-production-rg/providers/Microsoft.Compute/virtualMachines/elliottandsons-vm-20,Standard_B2s,Updating,succeeded,,1321.94,N/A,true,True,nsg-production-9,no,Not Configured,system-assigned,Wave 3,InProgress,SPNF-SPEAK-546,
springfield-vnet-police-production,Microsoft.Network/virtualNetworks,Springfield,Marge,production,CC003,2024-02-20,2024-05-13,"Environment=production,Owner=Marge,CostCenter=CC003",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-PRODUCTION-MARGE,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-PRODUCTION-MARGE/providers/Microsoft.Network/virtualNetworks/springfield-vnet-police-production,Basic,STOPPED,succeeded,,54.39,compliant,enabled,yes,nsg-production-10,enabled,Not Configured,system-assigned,Wave 3,completed,SPNF-PARTICULAR-298,
nsgSTAGINGwoman62,Microsoft.Network/networkSecurityGroups,East US,Lisa,STAGING,CC003,2023-11-25,2024-01-23,,c3d4e5f6-g7h8-9012-cdef-123456789012,resourcegroup-STAGING-senior,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/resourcegroup-STAGING-senior/providers/Microsoft.Network/networkSecurityGroups/nsgSTAGINGwoman62,Standard,Running,Failed,,2.42,N/A,enabled,False,nsg-STAGING-1,false,Not Configured,None,WAVE 2,Failed,,res-person-988
sqlTestthen61,Microsoft.Sql/servers,Shelbyville,Lisa,Test,CC003,2024-12-06,2025-01-22,"Environment=Test,Owner=Lisa,CostCenter=CC003",b2c3d4e5-f6g7-8901-bcde-f12345678901,rg-Test-lisa,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/rg-Test-lisa/providers/Microsoft.Sql/servers/sqlTestthen61,Basic,STOPPED,Failed,,1116.79,N/A,true,True,nsg-Test-3,true,Not Configured,system-assigned,Wave 2,IN PROGRESS,SPNF-STYLE-949,
patel-stanley-vm-292,Microsoft.Compute/virtualMachines,East US,Lisa,Dev,NUCLEAR_OPS,2024-07-20,2025-03-28,"owner=Lisa,env=Dev,cost_center=NUCLEAR_OPS,backup=required",b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-DEV-LISA,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-DEV-LISA/providers/Microsoft.Compute/virtualMachines/patel-stanley-vm-292,Standard_F4s_v2,Failed,Failed,azure-site-recovery,413.97,compliant,True,0,nsg-Dev-3,true,enabled,None,wave1,IN PROGRESS,SPNF-GROWTH-180,
springfield-sa-kitchen-Test,Microsoft.Storage/storageAccounts,Springfield,Lisa,Test,CC001,2025-05-16,2025-06-07,,b2c3d4e5-f6g7-8901-bcde-f12345678901,Lisa-Test-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Lisa-Test-rg/providers/Microsoft.Storage/storageAccounts/springfield-sa-kitchen-Test,Standard_GRS,Updating,InProgress,azure-site-recovery,95.86,compliant,disabled,disabled,,no,Disabled,SystemAssigned,WAVE 2,NotStarted,SPNF-SECOND-164,
saqalearn48,Microsoft.Storage/storageAccounts,Springfield,Apu,qa,CC002,2024-08-15,2025-06-11,,b2c3d4e5-f6g7-8901-bcde-f12345678901,RG-QA-APU,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/RG-QA-APU/providers/Microsoft.Storage/storageAccounts/saqalearn48,standard_lrs,STOPPED,InProgress,,47.43,NonCompliant,0,enabled,nsg-qa-4,False,,SystemAssigned,wave1,Failed,SPNF-MEMBER-371,
springfield-ci-that-development,Microsoft.ContainerInstance/containerGroups,East US,Homer,development,nuclear-ops,2023-08-30,2024-04-02,"Environment=development,Owner=Homer,CostCenter=nuclear-ops",a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-DEVELOPMENT-HOMER,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-DEVELOPMENT-HOMER/providers/Microsoft.ContainerInstance/containerGroups/springfield-ci-that-development,Basic,running,succeeded,,63.65,NonCompliant,0,true,nsg-development-9,1,Not Configured,SystemAssigned,wave1,Failed,SPNF-UPON-316,"res-little-261,res-either-837"
app-production-social-434,Microsoft.Web/sites,East US,Homer,production,CC001,2023-11-12,2024-11-24,Environment:production;Owner:Homer;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,Homer-production-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Homer-production-rg/providers/Microsoft.Web/sites/app-production-social-434,Standard,Failed,succeeded,,140.79,Non-Compliant,1,no,nsg-production-7,0,Not Configured,system-assigned,Wave 1,IN PROGRESS,SPNF-DIFFERENCE-896,
satestsubject68,Microsoft.Storage/storageAccounts,uksouth,Milhouse,test,CC001,2024-01-24,2025-03-30,"env=test,owner=milhouse,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,Milhouse-test-rg,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/Milhouse-test-rg/providers/Microsoft.Storage/storageAccounts/satestsubject68,standard_lrs,running,succeeded,,84.1,Non-Compliant,0,no,,False,Enabled,SystemAssigned,WAVE 2,Failed,SPNF-ACTION-959,res-nation-247
cosmos-dev-yourself-689,Microsoft.DocumentDB/databaseAccounts,Springfield,Marge,dev,,2025-02-01,2025-03-19,Environment:dev;Owner:Marge;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,Marge-dev-rg,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/Marge-dev-rg/providers/Microsoft.DocumentDB/databaseAccounts/cosmos-dev-yourself-689,Premium,Stopped,Failed,,1527.19,,true,True,nsg-dev-5,False,,None,wave1,not started,SPNF-ROCK-839,
sql-qa-maybe-424,Microsoft.Sql/servers,East US,Marge,qa,NUCLEAR_OPS,2023-12-13,2024-10-22,"env=qa,owner=marge,department=nuclear",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-QA-MARGE,/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-QA-MARGE/providers/Microsoft.Sql/servers/sql-qa-maybe-424,GeneralPurpose,running,succeeded,,189.08,compliant,1,enabled,nsg-qa-7,1,Disabled,None,Wave 4,InProgress,SPNF-ROLE-485,
"wood,tranandcooper-vnet-576",Microsoft.Network/virtualNetworks,east-us,Homer,uat,NUCLEAR_OPS,2024-08-24,2024-12-30,"Environment=uat,Owner=Homer,CostCenter=NUCLEAR_OPS",c3d4e5f6-g7h8-9012-cdef-123456789012,RG-UAT-HOMER,"/subscriptions/c3d4e5f6-g7h8-9012-cdef-123456789012/resourceGroups/RG-UAT-HOMER/providers/Microsoft.Network/virtualNetworks/wood,tranandcooper-vnet-576",Premium,Stopped,InProgress,,26.31,N/A,false,0,nsg-uat-2,enabled,Disabled,SystemAssigned,Wave 3,Failed,SPNF-HE-618,
appproductionlong28,Microsoft.Web/sites,uk-south,Lisa,production,CC003,2024-02-24,2024-05-26,Environment:production;Owner:Lisa;Project:Migration,a1b2c3d4-e5f6-7890-abcd-ef1234567890,RG-PRODUCTION-LISA,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/RG-PRODUCTION-LISA/providers/Microsoft.Web/sites/appproductionlong28,Standard,STOPPED,Succeeded,,458.25,,0,False,nsg-production-4,1,Disabled,None,Wave 3,Failed,SPNF-SITUATION-665,
leeltd-nsg-823,Microsoft.Network/networkSecurityGroups,uk-south,Ned,development,CC002,2024-01-24,2025-04-25,"env=development,owner=ned,department=nuclear",b2c3d4e5-f6g7-8901-bcde-f12345678901,resourcegroup-development-member,/subscriptions/b2c3d4e5-f6g7-8901-bcde-f12345678901/resourceGroups/resourcegroup-development-member/providers/Microsoft.Network/networkSecurityGroups/leeltd-nsg-823,Premium,Running,Failed,,14.83,Compliant,yes,enabled,nsg-development-10,1,enabled,UserAssigned,Wave 2,Complete,,
hooper-wall-kv-264,Microsoft.KeyVault/vaults,UK South,Lisa,development,nuclear-ops,2023-12-17,2024-09-22,"env=development,owner=lisa,department=nuclear",a1b2c3d4-e5f6-7890-abcd-ef1234567890,resourcegroup-development-fine,/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/resourcegroup-development-fine/providers/Microsoft.KeyVault/vaults/hooper-wall-kv-264,Standard,Stopped,succeeded,,9.6,NonCompliant,true,enabled,,false,Enabled,SystemAssigned,Wave 4,InProgress,SPNF-COUNTRY-237,
"martinez,williamsandbrown-vm-633",Microsoft.Compute/virtualMachines,UK South,Marge,staging,CC001,2024-12-16,2025-06-17,,a1b2c3d4-e5f6-7890-abcd-ef1234567890,springfield-staging-resources,"/subscriptions/a1b2c3d4-e5f6-7890-abcd-ef1234567890/resourceGroups/springfield-staging-resources/providers/Microsoft.Compute/virtualMachines/martinez,williamsandbrown-vm-633",Standard_D8s_v3,Running,Succeeded,,564.71,compliant,enabled,yes,,1,Disabled,SystemAssigned,Wave 1,not started,,
